Morning,Afternoon,Evening,Night,CaseRatio,WordRatio,VerbRatio,NounRatio,PuncRatio,AdjectiveRatio,AdverbRatio,AbrvRatio,NumeralRatio,DeterminerRatio,PostPositiveRatio,DuplicatorRatio,ConjunctionRatio,InterjectionRatio,PronounRatio,QuestionRatio,IncorrectRatio,NegativeRatio,PluralRatio,PresentTimeRatio,FutureTimeRatio,PastTimeRatio,NarrTimeRatio,ProgTimeRatio,CondRatio,ImpRatio,NecessRatio,AbilRatio,NegAbilRatio,QuestionPuncRatio,ExclamationRatio,EllipsisRatio,CommaRatio,FullStopRatio,EnglishRatio,SmilingRatio,AffectedRatio,TongueRatio,NeutralRatio,UnwellRatio,NegRatio,RomanticRatio,FingersRatio,ActivityRatio,SportRatio,PlantRatio
0.529,0.539,0.471,0.461,88.761,15.817,1.394,7.440,2.312,1.167,0.557,0.000,0.334,0.394,0.242,0.006,0.436,0.047,0.272,0.069,1.975,0.189,1.246,0.200,0.080,0.380,0.140,0.245,0.061,0.192,0.015,0.028,0.044,0.094,0.094,0.065,0.000,0.423,0.013,0.011,0.003,0.001,0.004,0.002,0.000,0.003,0.007,0.000,0.000,0.017
0.444,0.806,0.556,0.194,92.285,11.112,1.724,3.908,1.429,0.959,0.770,0.000,0.036,0.566,0.209,0.010,0.316,0.046,0.781,0.087,0.408,0.332,0.832,0.403,0.107,0.418,0.097,0.286,0.031,0.194,0.015,0.056,0.071,0.020,0.005,0.005,0.000,0.735,0.000,0.005,0.036,0.000,0.015,0.000,0.000,0.010,0.020,0.000,0.000,0.000
0.837,0.398,0.163,0.602,92.431,11.144,1.412,4.234,1.491,1.072,0.665,0.000,0.238,0.571,0.263,0.011,0.388,0.089,0.405,0.091,0.674,0.264,0.800,0.264,0.087,0.335,0.120,0.269,0.066,0.153,0.009,0.067,0.055,0.122,0.070,0.025,0.000,0.599,0.013,0.010,0.003,0.000,0.000,0.003,0.002,0.018,0.003,0.000,0.000,0.004
0.625,0.750,0.375,0.250,94.561,11.250,1.750,5.000,1.375,0.500,0.250,0.000,0.750,0.250,0.125,0.000,0.250,0.125,0.375,0.125,0.750,0.125,2.000,0.250,0.125,0.500,0.000,0.125,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.250,0.000,0.375,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.447,0.787,0.553,0.213,87.616,8.213,0.660,4.298,0.872,0.638,0.319,0.000,0.468,0.191,0.106,0.000,0.277,0.000,0.106,0.106,1.723,0.106,0.532,0.149,0.043,0.213,0.000,0.043,0.021,0.106,0.043,0.000,0.021,0.106,0.128,0.085,0.000,0.021,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.711,0.567,0.289,0.433,90.763,14.567,1.825,5.856,1.680,1.392,0.629,0.000,0.351,0.608,0.330,0.010,0.567,0.062,0.515,0.134,1.237,0.227,1.433,0.144,0.062,0.567,0.072,0.320,0.052,0.423,0.000,0.052,0.021,0.155,0.052,0.227,0.000,0.454,0.000,0.082,0.000,0.021,0.010,0.010,0.000,0.000,0.000,0.000,0.000,0.000
0.677,0.549,0.323,0.451,94.078,9.980,1.298,4.348,0.964,0.948,0.442,0.000,0.197,0.431,0.183,0.002,0.343,0.056,0.293,0.122,0.833,0.294,0.819,0.251,0.043,0.269,0.118,0.232,0.059,0.228,0.007,0.048,0.029,0.153,0.050,0.039,0.000,0.273,0.007,0.066,0.004,0.000,0.002,0.004,0.000,0.005,0.052,0.000,0.000,0.000
0.516,0.742,0.484,0.258,79.611,11.203,0.136,6.128,1.211,1.012,0.697,0.000,0.784,0.089,0.024,0.001,0.084,0.029,0.025,0.014,3.548,0.009,0.101,0.020,0.002,0.040,0.002,0.006,0.015,0.024,0.009,0.009,0.000,0.012,0.026,0.166,0.000,0.042,0.044,0.001,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000
0.719,0.683,0.281,0.317,82.521,10.549,0.946,5.241,0.415,1.259,0.330,0.000,0.612,0.161,0.174,0.031,0.268,0.076,0.089,0.062,2.348,0.062,0.688,0.103,0.116,0.424,0.022,0.179,0.018,0.071,0.009,0.080,0.013,0.089,0.004,0.004,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.578,0.762,0.422,0.238,87.446,13.578,1.491,5.827,1.910,1.096,0.647,0.000,0.173,0.472,0.225,0.005,0.374,0.037,0.548,0.083,1.105,0.255,1.133,0.273,0.058,0.307,0.090,0.302,0.068,0.209,0.009,0.057,0.046,0.096,0.055,0.042,0.000,0.411,0.001,0.022,0.003,0.001,0.003,0.000,0.001,0.007,0.010,0.001,0.000,0.003
0.514,0.681,0.486,0.319,87.924,7.917,1.042,3.250,1.146,0.688,0.507,0.000,0.118,0.285,0.069,0.000,0.382,0.042,0.201,0.056,0.688,0.215,0.674,0.069,0.056,0.160,0.069,0.312,0.000,0.215,0.014,0.007,0.035,0.049,0.021,0.090,0.000,0.604,0.014,0.090,0.042,0.000,0.076,0.042,0.000,0.007,0.049,0.007,0.000,0.000
0.267,0.800,0.733,0.200,91.710,12.267,1.133,6.600,1.200,0.667,0.333,0.000,0.600,0.200,0.200,0.000,0.467,0.067,0.133,0.133,1.733,0.000,1.067,0.333,0.200,0.267,0.067,0.067,0.000,0.067,0.000,0.000,0.067,0.000,0.333,0.000,0.000,0.267,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.776,0.593,0.224,0.407,88.528,11.422,0.564,7.234,1.281,0.506,0.214,0.000,0.183,0.161,0.090,0.005,0.188,0.051,0.101,0.035,2.226,0.095,0.332,0.089,0.037,0.120,0.024,0.100,0.038,0.106,0.005,0.016,0.008,0.068,0.438,0.033,0.000,0.186,0.083,0.047,0.001,0.000,0.003,0.002,0.001,0.001,0.018,0.003,0.000,0.001
0.679,0.621,0.321,0.379,87.016,8.178,1.000,3.514,0.936,0.734,0.419,0.000,0.116,0.310,0.150,0.004,0.343,0.079,0.255,0.050,0.697,0.152,0.580,0.179,0.048,0.253,0.071,0.167,0.028,0.135,0.009,0.014,0.018,0.061,0.032,0.026,0.000,0.320,0.011,0.063,0.002,0.001,0.011,0.003,0.000,0.009,0.002,0.000,0.001,0.003
0.532,0.632,0.468,0.368,88.639,15.120,1.367,7.250,1.822,1.175,0.542,0.000,0.404,0.435,0.243,0.008,0.409,0.065,0.287,0.068,2.049,0.222,1.074,0.206,0.074,0.356,0.117,0.244,0.043,0.189,0.009,0.021,0.038,0.046,0.081,0.079,0.000,0.367,0.004,0.041,0.002,0.001,0.007,0.004,0.002,0.005,0.013,0.000,0.000,0.007
0.639,0.683,0.361,0.317,86.685,17.975,1.862,7.998,1.883,1.289,0.700,0.000,0.334,0.468,0.323,0.007,0.470,0.058,0.552,0.106,2.378,0.329,2.180,0.226,0.120,0.391,0.126,0.353,0.063,0.315,0.042,0.027,0.055,0.068,0.076,0.035,0.000,0.356,0.000,0.003,0.000,0.000,0.002,0.002,0.003,0.000,0.023,0.000,0.000,0.001
0.731,0.617,0.269,0.383,90.828,9.170,1.098,3.761,0.922,0.757,0.461,0.000,0.258,0.340,0.157,0.001,0.405,0.070,0.315,0.089,1.000,0.180,0.506,0.189,0.076,0.298,0.065,0.214,0.033,0.125,0.006,0.049,0.021,0.062,0.034,0.028,0.000,0.322,0.013,0.164,0.007,0.002,0.002,0.000,0.000,0.008,0.050,0.000,0.000,0.000
0.405,0.725,0.595,0.275,89.616,8.931,1.008,4.374,0.939,0.626,0.321,0.000,0.221,0.221,0.076,0.015,0.282,0.107,0.328,0.015,1.275,0.145,0.840,0.176,0.069,0.229,0.015,0.130,0.031,0.229,0.008,0.015,0.023,0.023,0.084,0.115,0.000,0.198,0.008,0.015,0.000,0.000,0.000,0.000,0.000,0.008,0.000,0.000,0.000,0.000
0.911,0.411,0.089,0.589,83.410,12.304,1.036,6.446,1.643,1.036,0.250,0.000,0.375,0.214,0.107,0.000,0.250,0.018,0.143,0.036,1.839,0.089,0.911,0.107,0.107,0.500,0.018,0.107,0.018,0.143,0.000,0.089,0.018,0.107,0.143,0.071,0.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000
0.556,0.889,0.444,0.111,94.617,12.889,1.333,5.556,1.778,1.111,0.333,0.000,1.222,0.111,0.222,0.000,0.667,0.000,0.333,0.000,1.556,0.111,0.889,0.111,0.000,0.000,0.111,0.444,0.000,0.444,0.000,0.000,0.000,0.111,0.222,0.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000
0.597,0.640,0.403,0.360,94.043,9.117,1.439,3.451,1.168,0.741,0.464,0.000,0.195,0.317,0.134,0.008,0.428,0.097,0.388,0.103,0.578,0.159,0.547,0.221,0.072,0.366,0.119,0.303,0.033,0.220,0.003,0.012,0.022,0.067,0.009,0.012,0.000,0.633,0.002,0.081,0.001,0.003,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000
0.558,0.508,0.442,0.492,94.679,12.066,1.519,4.503,1.586,1.243,0.674,0.000,0.066,0.536,0.204,0.000,0.403,0.039,0.608,0.088,0.829,0.370,1.243,0.315,0.072,0.210,0.088,0.293,0.088,0.238,0.039,0.066,0.099,0.055,0.055,0.127,0.000,0.448,0.006,0.077,0.006,0.017,0.022,0.022,0.017,0.006,0.050,0.000,0.000,0.006
0.465,0.720,0.535,0.280,93.265,11.344,1.762,4.335,1.348,0.999,0.703,0.000,0.110,0.503,0.247,0.007,0.416,0.064,0.606,0.060,0.489,0.315,1.270,0.295,0.102,0.336,0.089,0.407,0.060,0.295,0.016,0.042,0.084,0.072,0.032,0.017,0.000,0.625,0.000,0.057,0.014,0.002,0.010,0.015,0.003,0.020,0.020,0.000,0.001,0.000
0.548,0.659,0.452,0.341,89.407,12.255,1.201,5.576,1.662,0.818,0.581,0.000,0.221,0.380,0.205,0.008,0.411,0.062,0.294,0.061,1.836,0.158,1.072,0.216,0.081,0.235,0.106,0.172,0.061,0.229,0.007,0.043,0.019,0.031,0.048,0.017,0.000,0.572,0.089,0.009,0.002,0.000,0.001,0.001,0.001,0.000,0.005,0.000,0.000,0.001
0.599,0.687,0.401,0.313,94.666,11.433,1.425,4.928,1.047,1.096,0.636,0.000,0.123,0.570,0.236,0.007,0.461,0.051,0.413,0.093,1.026,0.237,0.927,0.219,0.051,0.350,0.164,0.317,0.042,0.150,0.012,0.033,0.050,0.056,0.006,0.031,0.000,0.398,0.014,0.012,0.003,0.002,0.004,0.000,0.000,0.008,0.009,0.000,0.000,0.000
0.662,0.570,0.338,0.430,76.481,13.272,0.883,6.022,1.804,0.602,0.468,0.000,0.256,0.321,0.102,0.003,0.472,0.139,0.237,0.041,3.534,0.119,0.406,0.127,0.031,0.240,0.090,0.180,0.036,0.137,0.000,0.026,0.030,0.047,0.080,0.036,0.000,0.190,0.135,0.038,0.028,0.000,0.009,0.042,0.000,0.058,0.007,0.000,0.001,0.008
0.484,0.109,0.516,0.891,67.372,10.250,0.078,5.719,1.656,0.172,0.031,0.000,0.297,0.109,0.031,0.000,0.047,0.141,0.047,0.000,4.000,0.000,0.047,0.016,0.000,0.000,0.000,0.000,0.016,0.031,0.000,0.000,0.000,0.109,0.141,0.031,0.000,0.094,0.281,0.109,0.250,0.016,0.078,0.156,0.016,0.219,0.078,0.000,0.000,0.000
0.594,0.755,0.406,0.245,92.068,8.941,1.146,3.896,0.807,0.757,0.471,0.000,0.211,0.286,0.130,0.003,0.403,0.112,0.243,0.055,1.159,0.184,0.682,0.220,0.062,0.292,0.107,0.090,0.043,0.251,0.005,0.020,0.037,0.045,0.032,0.051,0.000,0.253,0.015,0.010,0.000,0.001,0.000,0.002,0.000,0.001,0.003,0.000,0.002,0.000
0.556,0.769,0.444,0.231,87.550,13.725,1.452,5.819,2.023,1.077,0.613,0.000,0.181,0.452,0.230,0.008,0.361,0.036,0.522,0.087,1.192,0.273,1.193,0.249,0.064,0.289,0.087,0.276,0.062,0.228,0.012,0.044,0.044,0.113,0.065,0.064,0.000,0.419,0.001,0.047,0.006,0.006,0.004,0.003,0.000,0.008,0.025,0.001,0.001,0.009
0.539,0.713,0.461,0.287,88.456,9.786,1.249,4.593,0.831,0.808,0.389,0.000,0.272,0.291,0.156,0.008,0.255,0.063,0.348,0.088,1.167,0.157,0.827,0.164,0.062,0.295,0.072,0.233,0.024,0.282,0.006,0.011,0.024,0.046,0.024,0.061,0.000,0.159,0.003,0.105,0.005,0.004,0.002,0.002,0.000,0.006,0.005,0.000,0.002,0.002
0.740,0.860,0.260,0.140,69.935,10.340,0.200,6.300,1.960,0.180,0.060,0.000,0.120,0.180,0.140,0.000,0.080,0.200,0.060,0.000,3.420,0.000,0.120,0.040,0.000,0.080,0.000,0.020,0.020,0.040,0.020,0.000,0.000,0.140,0.160,0.040,0.000,0.200,0.320,0.000,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.642,0.667,0.358,0.333,97.135,9.032,1.515,3.617,0.275,0.946,0.544,0.000,0.146,0.388,0.169,0.003,0.427,0.073,0.456,0.096,0.830,0.213,0.653,0.242,0.075,0.464,0.105,0.331,0.029,0.133,0.011,0.045,0.038,0.008,0.016,0.071,0.000,0.023,0.012,0.021,0.007,0.003,0.008,0.016,0.002,0.052,0.027,0.001,0.001,0.012
0.412,0.642,0.588,0.358,85.138,11.955,1.500,5.147,1.140,0.929,0.597,0.000,0.293,0.371,0.219,0.009,0.421,0.049,0.446,0.107,1.261,0.245,0.845,0.274,0.069,0.323,0.116,0.298,0.077,0.230,0.018,0.029,0.040,0.072,0.014,0.021,0.000,0.177,0.002,0.017,0.000,0.000,0.000,0.001,0.000,0.001,0.013,0.003,0.000,0.000
0.555,0.794,0.445,0.206,88.797,13.422,1.434,6.165,1.621,1.045,0.554,0.000,0.286,0.439,0.195,0.004,0.365,0.107,0.378,0.050,1.575,0.256,1.079,0.209,0.096,0.390,0.096,0.254,0.050,0.190,0.010,0.030,0.053,0.060,0.068,0.053,0.000,0.363,0.008,0.119,0.001,0.003,0.001,0.023,0.000,0.036,0.014,0.002,0.002,0.001
0.658,0.612,0.342,0.388,83.485,10.103,0.876,5.456,1.322,0.587,0.272,0.000,0.168,0.311,0.102,0.008,0.226,0.059,0.233,0.027,1.853,0.120,0.560,0.140,0.039,0.204,0.051,0.115,0.036,0.192,0.005,0.016,0.021,0.032,0.049,0.037,0.000,0.254,0.027,0.012,0.001,0.001,0.005,0.003,0.001,0.004,0.007,0.001,0.003,0.003
0.566,0.586,0.434,0.414,89.825,8.112,1.182,3.569,0.789,0.632,0.344,0.000,0.115,0.276,0.126,0.003,0.347,0.060,0.342,0.055,0.670,0.170,0.819,0.201,0.083,0.290,0.065,0.144,0.049,0.200,0.009,0.024,0.030,0.048,0.020,0.017,0.000,0.261,0.005,0.297,0.007,0.002,0.010,0.015,0.000,0.011,0.015,0.000,0.000,0.001
0.502,0.503,0.498,0.497,75.261,19.502,0.217,9.346,3.112,2.317,0.276,0.000,1.799,0.051,0.004,0.001,0.128,0.018,0.029,0.014,5.740,0.013,0.348,0.016,0.001,0.006,0.000,0.047,0.006,0.093,0.003,0.006,0.000,0.000,0.001,0.000,0.000,0.011,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.469,0.844,0.531,0.156,81.844,13.539,1.077,6.476,1.926,1.034,0.430,0.000,0.317,0.345,0.190,0.003,0.335,0.055,0.255,0.038,1.756,0.188,1.031,0.169,0.072,0.230,0.091,0.210,0.038,0.159,0.008,0.027,0.030,0.059,0.092,0.065,0.000,0.396,0.013,0.038,0.003,0.000,0.003,0.001,0.002,0.006,0.013,0.002,0.001,0.003
0.607,0.712,0.393,0.288,87.928,10.938,1.233,4.791,1.462,0.841,0.507,0.000,0.191,0.361,0.158,0.006,0.395,0.116,0.326,0.104,1.179,0.199,0.686,0.219,0.062,0.280,0.092,0.184,0.058,0.205,0.004,0.031,0.037,0.116,0.045,0.103,0.000,0.353,0.040,0.185,0.005,0.002,0.003,0.006,0.000,0.030,0.014,0.001,0.007,0.001
0.537,0.667,0.463,0.333,92.841,8.292,1.221,3.301,1.293,0.705,0.360,0.000,0.240,0.268,0.117,0.004,0.227,0.057,0.220,0.068,0.603,0.205,0.594,0.247,0.048,0.279,0.102,0.183,0.076,0.194,0.007,0.042,0.032,0.085,0.005,0.629,0.000,0.158,0.000,0.026,0.000,0.002,0.004,0.003,0.001,0.003,0.000,0.000,0.000,0.000
0.672,0.582,0.328,0.418,89.296,11.866,1.313,5.209,1.627,0.806,0.537,0.000,0.463,0.463,0.030,0.000,0.552,0.075,0.269,0.194,1.567,0.209,0.881,0.239,0.090,0.179,0.030,0.403,0.015,0.224,0.000,0.075,0.030,0.090,0.090,0.134,0.000,0.507,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.624,0.740,0.376,0.260,89.588,9.829,1.295,4.522,0.726,0.833,0.501,0.000,0.142,0.425,0.158,0.006,0.275,0.075,0.379,0.118,1.150,0.205,0.872,0.198,0.064,0.271,0.065,0.260,0.061,0.213,0.014,0.017,0.032,0.029,0.024,0.018,0.000,0.107,0.011,0.079,0.009,0.001,0.001,0.014,0.022,0.037,0.132,0.000,0.002,0.000
0.714,0.559,0.286,0.441,79.702,11.976,0.454,5.869,1.136,0.304,0.244,0.000,0.617,0.278,0.042,0.000,0.094,0.021,0.034,0.097,3.121,0.050,0.178,0.087,0.010,0.234,0.003,0.047,0.005,0.068,0.005,0.003,0.000,0.089,0.031,0.003,0.000,0.013,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.751,0.500,0.249,0.500,92.658,10.120,1.434,4.012,1.251,0.861,0.517,0.000,0.133,0.410,0.168,0.012,0.381,0.113,0.345,0.094,0.663,0.178,0.757,0.252,0.068,0.345,0.162,0.282,0.053,0.183,0.011,0.034,0.055,0.111,0.029,0.039,0.000,0.483,0.006,0.204,0.054,0.001,0.015,0.064,0.015,0.046,0.006,0.002,0.000,0.029
0.424,0.929,0.576,0.071,88.217,10.407,1.519,4.418,0.553,0.855,0.479,0.000,0.252,0.324,0.124,0.018,0.261,0.167,0.303,0.061,1.847,0.199,0.740,0.276,0.073,0.437,0.120,0.239,0.061,0.239,0.005,0.006,0.031,0.005,0.027,0.008,0.000,0.042,0.016,0.040,0.001,0.000,0.000,0.000,0.000,0.005,0.011,0.000,0.002,0.000
0.378,0.638,0.622,0.362,84.651,13.842,1.198,7.031,1.929,1.040,0.322,0.000,0.204,0.359,0.238,0.000,0.331,0.037,0.344,0.050,1.533,0.173,1.765,0.146,0.090,0.235,0.071,0.176,0.034,0.226,0.009,0.025,0.028,0.074,0.087,0.102,0.000,0.427,0.003,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.003,0.006,0.000
0.577,0.629,0.423,0.371,91.408,12.247,1.475,5.413,1.550,0.958,0.531,0.000,0.213,0.518,0.215,0.002,0.420,0.051,0.380,0.106,1.104,0.291,1.156,0.277,0.090,0.304,0.105,0.220,0.065,0.247,0.018,0.024,0.043,0.111,0.256,0.117,0.000,0.379,0.001,0.050,0.002,0.001,0.009,0.005,0.002,0.007,0.009,0.000,0.000,0.000
0.623,0.535,0.377,0.465,88.211,8.430,0.860,4.221,1.059,0.641,0.350,0.000,0.122,0.262,0.111,0.009,0.187,0.059,0.251,0.057,1.047,0.114,0.433,0.145,0.046,0.183,0.047,0.168,0.023,0.149,0.004,0.023,0.026,0.036,0.013,0.009,0.000,0.184,0.003,0.041,0.008,0.007,0.004,0.002,0.003,0.010,0.006,0.000,0.000,0.002
0.478,0.673,0.522,0.327,87.624,16.708,1.593,7.823,2.381,1.248,0.513,0.000,0.336,0.469,0.310,0.000,0.398,0.088,0.327,0.044,2.230,0.248,1.460,0.274,0.106,0.345,0.133,0.239,0.044,0.195,0.000,0.053,0.062,0.097,0.106,0.053,0.000,0.478,0.027,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.000
0.550,0.734,0.450,0.266,91.275,13.711,1.196,6.465,1.694,1.213,0.573,0.000,0.176,0.460,0.268,0.009,0.425,0.039,0.300,0.055,1.249,0.177,1.425,0.201,0.068,0.252,0.090,0.225,0.041,0.170,0.016,0.053,0.047,0.055,0.036,0.048,0.000,0.504,0.001,0.048,0.020,0.001,0.009,0.004,0.003,0.014,0.009,0.001,0.000,0.003
0.404,0.781,0.596,0.219,94.899,8.157,1.320,3.270,0.637,0.708,0.502,0.000,0.098,0.344,0.186,0.001,0.294,0.074,0.501,0.076,0.451,0.262,0.624,0.249,0.063,0.304,0.102,0.293,0.047,0.154,0.006,0.029,0.061,0.037,0.004,0.003,0.000,0.328,0.002,0.073,0.004,0.000,0.023,0.013,0.002,0.014,0.014,0.002,0.002,0.000
0.431,0.774,0.569,0.226,92.317,13.618,1.695,6.051,1.291,1.287,0.730,0.000,0.200,0.590,0.259,0.027,0.480,0.057,0.399,0.090,1.054,0.293,1.084,0.269,0.094,0.381,0.138,0.295,0.072,0.287,0.023,0.033,0.049,0.084,0.051,0.138,0.000,0.275,0.002,0.060,0.013,0.000,0.000,0.018,0.007,0.012,0.002,0.001,0.004,0.000
0.480,0.680,0.520,0.320,89.881,13.360,1.500,5.900,1.760,0.880,0.480,0.000,0.140,0.360,0.180,0.020,0.320,0.020,0.460,0.000,2.280,0.260,1.120,0.260,0.120,0.400,0.120,0.200,0.060,0.220,0.000,0.020,0.040,0.040,0.040,0.120,0.000,0.400,0.020,0.020,0.000,0.000,0.000,0.000,0.000,0.080,0.020,0.000,0.000,0.000
0.620,0.567,0.380,0.433,88.825,16.249,1.553,7.972,1.613,1.387,0.574,0.000,0.532,0.417,0.268,0.007,0.442,0.056,0.296,0.070,1.862,0.271,1.284,0.244,0.096,0.428,0.122,0.228,0.074,0.187,0.018,0.021,0.030,0.053,0.071,0.058,0.000,0.315,0.003,0.004,0.001,0.000,0.001,0.001,0.000,0.002,0.009,0.000,0.000,0.000
0.518,0.672,0.482,0.328,89.747,8.662,1.387,3.585,0.464,0.764,0.453,0.000,0.206,0.365,0.166,0.005,0.334,0.071,0.321,0.073,0.981,0.183,0.772,0.207,0.059,0.391,0.097,0.304,0.055,0.179,0.002,0.026,0.037,0.009,0.003,0.009,0.000,0.054,0.007,0.021,0.006,0.000,0.000,0.005,0.001,0.008,0.014,0.001,0.001,0.001
0.436,0.794,0.564,0.206,92.703,13.419,1.340,5.862,1.956,1.124,0.604,0.000,0.297,0.559,0.313,0.005,0.467,0.064,0.249,0.087,1.555,0.211,0.842,0.198,0.076,0.329,0.145,0.257,0.057,0.189,0.011,0.054,0.038,0.100,0.049,0.113,0.000,0.635,0.021,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000
0.609,0.605,0.391,0.395,90.335,15.546,1.321,7.783,1.854,1.202,0.504,0.000,0.381,0.493,0.246,0.003,0.440,0.073,0.293,0.046,2.221,0.189,1.303,0.191,0.099,0.266,0.095,0.237,0.071,0.202,0.033,0.029,0.030,0.058,0.072,0.054,0.000,0.476,0.053,0.022,0.003,0.000,0.003,0.003,0.001,0.007,0.008,0.000,0.000,0.000
0.562,0.774,0.438,0.226,82.732,10.231,1.300,3.713,0.837,0.738,0.556,0.000,0.256,0.380,0.121,0.008,0.419,0.094,0.590,0.036,1.763,0.240,0.658,0.176,0.041,0.347,0.099,0.331,0.039,0.129,0.006,0.030,0.036,0.041,0.033,0.052,0.000,0.165,0.028,0.063,0.055,0.000,0.011,0.050,0.000,0.080,0.008,0.000,0.000,0.003
0.500,0.614,0.500,0.386,87.022,7.970,0.860,3.553,0.814,0.686,0.348,0.000,0.189,0.322,0.106,0.008,0.254,0.049,0.242,0.080,1.197,0.189,0.489,0.159,0.030,0.212,0.053,0.182,0.045,0.117,0.004,0.057,0.015,0.114,0.019,0.034,0.000,0.178,0.038,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.000
0.321,0.812,0.679,0.188,94.957,9.040,1.399,3.802,0.333,0.884,0.450,0.000,0.175,0.326,0.140,0.003,0.351,0.077,0.448,0.158,0.916,0.235,0.729,0.243,0.071,0.262,0.102,0.265,0.055,0.238,0.016,0.038,0.043,0.063,0.003,0.003,0.000,0.098,0.003,0.070,0.032,0.001,0.013,0.032,0.000,0.013,0.033,0.000,0.000,0.015
0.652,0.636,0.348,0.364,88.160,12.000,1.196,5.277,1.538,1.065,0.636,0.000,0.179,0.560,0.239,0.000,0.375,0.076,0.397,0.071,0.995,0.212,1.049,0.179,0.060,0.255,0.076,0.185,0.038,0.245,0.005,0.049,0.022,0.087,0.060,0.027,0.000,0.337,0.016,0.043,0.016,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.510,0.756,0.490,0.244,89.408,13.565,1.533,5.683,1.934,1.069,0.629,0.000,0.166,0.451,0.231,0.004,0.339,0.036,0.498,0.085,1.242,0.266,1.169,0.297,0.076,0.297,0.103,0.302,0.054,0.221,0.016,0.052,0.044,0.099,0.039,0.062,0.000,0.407,0.002,0.018,0.004,0.000,0.002,0.002,0.001,0.005,0.009,0.003,0.005,0.007
0.566,0.709,0.434,0.291,95.573,8.537,1.271,3.791,0.361,0.929,0.473,0.000,0.156,0.397,0.140,0.007,0.260,0.065,0.296,0.065,0.951,0.193,0.695,0.159,0.055,0.283,0.147,0.324,0.020,0.124,0.006,0.020,0.025,0.009,0.005,0.006,0.000,0.068,0.025,0.000,0.003,0.001,0.001,0.003,0.000,0.002,0.004,0.000,0.000,0.000
0.378,0.752,0.622,0.248,95.142,12.761,1.880,4.752,1.100,0.992,0.783,0.000,0.198,0.743,0.332,0.007,0.473,0.061,0.931,0.094,0.750,0.306,0.839,0.267,0.122,0.569,0.131,0.386,0.062,0.211,0.012,0.030,0.060,0.079,0.012,0.015,0.000,0.568,0.003,0.073,0.017,0.000,0.002,0.009,0.000,0.018,0.006,0.001,0.000,0.003
0.757,0.737,0.243,0.263,52.374,8.327,0.547,3.687,1.540,0.271,0.187,0.000,0.157,0.163,0.060,0.008,0.162,0.071,0.202,0.038,2.059,0.078,0.290,0.077,0.026,0.105,0.042,0.100,0.021,0.106,0.003,0.011,0.019,0.037,0.095,0.019,0.000,0.089,0.105,0.037,0.019,0.007,0.007,0.020,0.001,0.060,0.023,0.000,0.002,0.014
0.651,0.675,0.349,0.325,86.795,11.346,1.200,5.243,1.037,0.689,0.526,0.000,0.232,0.392,0.171,0.004,0.385,0.150,0.270,0.053,2.277,0.175,0.516,0.168,0.056,0.366,0.083,0.233,0.047,0.136,0.001,0.037,0.037,0.051,0.020,0.088,0.000,0.150,0.166,0.011,0.003,0.000,0.000,0.006,0.003,0.043,0.008,0.001,0.000,0.002
0.621,0.533,0.379,0.467,88.000,9.704,0.404,4.388,0.821,0.185,0.156,0.000,0.168,0.050,0.008,0.054,0.069,0.079,0.048,0.007,3.976,0.000,0.022,0.086,0.000,0.005,0.001,0.000,0.018,0.260,0.000,0.000,0.000,0.030,0.006,0.061,0.000,0.130,0.016,0.514,0.100,0.043,0.044,0.034,0.012,0.035,0.052,0.003,0.002,0.005
0.725,0.729,0.275,0.271,93.254,6.855,1.166,2.837,0.175,0.739,0.351,0.000,0.096,0.272,0.127,0.003,0.281,0.074,0.404,0.068,0.470,0.177,0.548,0.263,0.041,0.197,0.070,0.176,0.039,0.217,0.004,0.023,0.030,0.023,0.004,0.004,0.000,0.086,0.005,0.410,0.000,0.004,0.083,0.009,0.000,0.000,0.019,0.000,0.000,0.024
